COD_REGION;NOMBRE_REGION;COD_COM;NOMBRE_COMUNA;UV;NOMBRE_UV;P_CSE40_P;P_CSE40_R;P_CSE40_C;P_CSE40_U;P_CSE50_P;P_CSE50_R;P_CSE50_C;P_CSE50_U;P_CSE60_P;P_CSE60_R;P_CSE60_C;P_CSE60_U;P_CSE70_P;P_CSE70_R;P_CSE70_C;P_CSE70_U;P_CSE80_P;P_CSE80_R;P_CSE80_C;P_CSE80_U;P_CSE90_P;P_CSE90_R;P_CSE90_C;P_CSE90_U;P_CSE100_P;P_CSE100_R;P_CSE100_C;P_CSE100_U;P_TOTAL_P;P_TOTAL_R;P_TOTAL_C;P_TOTAL_U;PERIODO
1;Región de Tarapacá;1101;Iquique;110161;CAVANCHA;53,6;47,8;43,1;35,6;9,7;9,3;9,4;5,1;8;8;8,3;5,1;8;8,1;8,7;1,7;7,6;8,2;9,1;16,9;9,9;12,8;14,6;30,5;3,3;5,8;6,8;5,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110162;18 DE SEPTIEMBRE;53,6;47,8;43,1;47,7;9,7;9,3;9,4;8,8;8;8;8,3;9,5;8;8,1;8,7;8,5;7,6;8,2;9,1;7,3;9,9;12,8;14,6;10,9;3,3;5,8;6,8;7,3;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110163;CARAMPANGUE;53,6;47,8;43,1;38;9,7;9,3;9,4;10,6;8;8;8,3;8;8;8,1;8,7;7,6;7,6;8,2;9,1;8,8;9,9;12,8;14,6;16,6;3,3;5,8;6,8;10,4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110164;EL MORRO;53,6;47,8;43,1;42;9,7;9,3;9,4;7,1;8;8;8,3;7,9;8;8,1;8,7;10,5;7,6;8,2;9,1;9,2;9,9;12,8;14,6;16,1;3,3;5,8;6,8;7,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110165;CENTRAL;53,6;47,8;43,1;45,8;9,7;9,3;9,4;10,8;8;8;8,3;8;8;8,1;8,7;8,3;7,6;8,2;9,1;10,2;9,9;12,8;14,6;11,9;3,3;5,8;6,8;5;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110166;SARGENTO ALDEA;53,6;47,8;43,1;50,1;9,7;9,3;9,4;9,2;8;8;8,3;8,7;8;8,1;8,7;7,9;7,6;8,2;9,1;8,8;9,9;12,8;14,6;10,7;3,3;5,8;6,8;4,5;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110167;GRUMETE VOLADOS;53,6;47,8;43,1;50;9,7;9,3;9,4;9,3;8;8;8,3;8,1;8;8,1;8,7;6,7;7,6;8,2;9,1;8,8;9,9;12,8;14,6;12,5;3,3;5,8;6,8;4,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110168;PLAZA ARICA;53,6;47,8;43,1;51,3;9,7;9,3;9,4;9,9;8;8;8,3;8;8;8,1;8,7;9,3;7,6;8,2;9,1;7,5;9,9;12,8;14,6;10;3,3;5,8;6,8;4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110169;VIALIDAD;53,6;47,8;43,1;39,7;9,7;9,3;9,4;10,1;8;8;8,3;5,6;8;8,1;8,7;6,7;7,6;8,2;9,1;7,3;9,9;12,8;14,6;20,1;3,3;5,8;6,8;10,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110170;PLAN COSTERO;53,6;47,8;43,1;38;9,7;9,3;9,4;9,4;8;8;8,3;9,4;8;8,1;8,7;8,8;7,6;8,2;9,1;8,2;9,9;12,8;14,6;17;3,3;5,8;6,8;9,4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110171;MAMINA;53,6;47,8;43,1;35,4;9,7;9,3;9,4;8,1;8;8;8,3;7,6;8;8,1;8,7;9,5;7,6;8,2;9,1;13,9;9,9;12,8;14,6;17,4;3,3;5,8;6,8;8,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110172;VILLA MAGISTERIO;53,6;47,8;43,1;32,5;9,7;9,3;9,4;8,6;8;8;8,3;7,6;8;8,1;8,7;9,2;7,6;8,2;9,1;10,4;9,9;12,8;14,6;23,9;3,3;5,8;6,8;8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110173;PRIMERAS PIEDRAS;53,6;47,8;43,1;29,6;9,7;9,3;9,4;9,2;8;8;8,3;8,5;8;8,1;8,7;9,9;7,6;8,2;9,1;11,3;9,9;12,8;14,6;22,5;3,3;5,8;6,8;9,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110174;VISTA HERMOSA;53,6;47,8;43,1;41,9;9,7;9,3;9,4;8,7;8;8;8,3;9,2;8;8,1;8,7;9;7,6;8,2;9,1;9,8;9,9;12,8;14,6;13,9;3,3;5,8;6,8;7,5;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110175;VILLA OLIMPICA;53,6;47,8;43,1;26,9;9,7;9,3;9,4;7,7;8;8;8,3;8,4;8;8,1;8,7;9,1;7,6;8,2;9,1;10,7;9,9;12,8;14,6;24;3,3;5,8;6,8;13,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110191;DUNAS 3;53,6;47,8;43,1;39,9;9,7;9,3;9,4;11;8;8;8,3;8,5;8;8,1;8,7;9,3;7,6;8,2;9,1;9,9;9,9;12,8;14,6;15,4;3,3;5,8;6,8;6,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110192;VILLA PROGRESO;53,6;47,8;43,1;50,6;9,7;9,3;9,4;7,7;8;8;8,3;8,1;8;8,1;8,7;7,2;7,6;8,2;9,1;10,8;9,9;12,8;14,6;10,4;3,3;5,8;6,8;5,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110193;PALAFITOS;53,6;47,8;43,1;52,2;9,7;9,3;9,4;9,3;8;8;8,3;7,1;8;8,1;8,7;7,7;7,6;8,2;9,1;9,6;9,9;12,8;14,6;10,1;3,3;5,8;6,8;4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110194;MATILLA;53,6;47,8;43,1;35,5;9,7;9,3;9,4;9,7;8;8;8,3;8,6;8;8,1;8,7;9,8;7,6;8,2;9,1;10,1;9,9;12,8;14,6;16,9;3,3;5,8;6,8;9,3;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110195;PUQUIOS 1;53,6;47,8;43,1;28;9,7;9,3;9,4;7,8;8;8;8,3;5,4;8;8,1;8,7;8,1;7,6;8,2;9,1;10,2;9,9;12,8;14,6;25,3;3,3;5,8;6,8;15,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110196;PUQUIOS 2;53,6;47,8;43,1;34,8;9,7;9,3;9,4;10,3;8;8;8,3;7;8;8,1;8,7;10,3;7,6;8,2;9,1;10;9,9;12,8;14,6;18,8;3,3;5,8;6,8;8,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110197;HUANTAJAYA 4;53,6;47,8;43,1;30,3;9,7;9,3;9,4;8;8;8;8,3;6,8;8;8,1;8,7;9,9;7,6;8,2;9,1;10,9;9,9;12,8;14,6;23,7;3,3;5,8;6,8;10,4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110198;CERRO COLORADO;53,6;47,8;43,1;16,1;9,7;9,3;9,4;5;8;8;8,3;5;8;8,1;8,7;8;7,6;8,2;9,1;9,5;9,9;12,8;14,6;37,7;3,3;5,8;6,8;18,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110199;VILLA LAS PARINAS;53,6;47,8;43,1;35;9,7;9,3;9,4;8,5;8;8;8,3;8,2;8;8,1;8,7;9,1;7,6;8,2;9,1;11,1;9,9;12,8;14,6;19,3;3,3;5,8;6,8;8,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101100;QUEBRADA BLANCA;53,6;47,8;43,1;23,8;9,7;9,3;9,4;7,5;8;8;8,3;6;8;8,1;8,7;8,6;7,6;8,2;9,1;11;9,9;12,8;14,6;27,1;3,3;5,8;6,8;16;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101101;PUEBLO NUEVO;53,6;47,8;43,1;40,3;9,7;9,3;9,4;7,3;8;8;8,3;7,8;8;8,1;8,7;8,3;7,6;8,2;9,1;9,6;9,9;12,8;14,6;17,7;3,3;5,8;6,8;9;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101102;NUEVA VICTORIA;53,6;47,8;43,1;50,8;9,7;9,3;9,4;10,2;8;8;8,3;7,2;8;8,1;8,7;7,8;7,6;8,2;9,1;8,9;9,9;12,8;14,6;10,9;3,3;5,8;6,8;4,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101103;PLAZA BRASIL;53,6;47,8;43,1;39,7;9,7;9,3;9,4;8,1;8;8;8,3;9;8;8,1;8,7;8,1;7,6;8,2;9,1;11,1;9,9;12,8;14,6;16,6;3,3;5,8;6,8;7,5;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101104;REMODELACION EL MORRO;53,6;47,8;43,1;17,5;9,7;9,3;9,4;4,7;8;8;8,3;8,2;8;8,1;8,7;13,4;7,6;8,2;9,1;16;9,9;12,8;14,6;25,4;3,3;5,8;6,8;14,9;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101105;LA PUNTILLA;53,6;47,8;43,1;28,3;9,7;9,3;9,4;6,1;8;8;8,3;10,9;8;8,1;8,7;12,6;7,6;8,2;9,1;13,5;9,9;12,8;14,6;22,1;3,3;5,8;6,8;6,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101106;ORDEN Y PATRIA;53,6;47,8;43,1;37,4;9,7;9,3;9,4;9,6;8;8;8,3;9;8;8,1;8,7;10,1;7,6;8,2;9,1;8,6;9,9;12,8;14,6;16,7;3,3;5,8;6,8;8,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101107;MANUEL CASTROS RAMOS;53,6;47,8;43,1;38,5;9,7;9,3;9,4;7,1;8;8;8,3;8,4;8;8,1;8,7;9,1;7,6;8,2;9,1;12;9,9;12,8;14,6;16,2;3,3;5,8;6,8;8,7;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101108;HUAYQUIQUE;53,6;47,8;43,1;29,1;9,7;9,3;9,4;10,1;8;8;8,3;7,4;8;8,1;8,7;4,7;7,6;8,2;9,1;16,9;9,9;12,8;14,6;18,9;3,3;5,8;6,8;12,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101109;HUANTAJAYA;53,6;47,8;43,1;57,4;9,7;9,3;9,4;11,4;8;8;8,3;8,5;8;8,1;8,7;6,5;7,6;8,2;9,1;4,9;9,9;12,8;14,6;7,3;3,3;5,8;6,8;4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101110;ALTOS DEL PACIFICO;53,6;47,8;43,1;32,5;9,7;9,3;9,4;8,2;8;8;8,3;9;8;8,1;8,7;8;7,6;8,2;9,1;9;9,9;12,8;14,6;24,2;3,3;5,8;6,8;9;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;1101111;S/N;53,6;47,8;43,1;46,1;9,7;9,3;9,4;6,6;8;8;8,3;11,8;8;8,1;8,7;3,9;7,6;8,2;9,1;3,9;9,9;12,8;14,6;18,4;3,3;5,8;6,8;9,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;;S/N;53,6;47,8;43,1;40,2;9,7;9,3;9,4;14,3;8;8;8,3;8,9;8;8,1;8,7;10,7;7,6;8,2;9,1;9,8;9,9;12,8;14,6;9,8;3,3;5,8;6,8;6,3;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;11079;10;53,6;47,8;52,7;37,3;9,7;9,3;9,4;10,2;8;8;7,7;7,3;8;8,1;7,5;6,8;7,6;8,2;7,3;8,1;9,9;12,8;10,8;18,3;3,3;5,8;4,6;12;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110710;12;53,6;47,8;52,7;47,7;9,7;9,3;9,4;10;8;8;7,7;8;8;8,1;7,5;6,8;7,6;8,2;7,3;8,1;9,9;12,8;10,8;12,7;3,3;5,8;4,6;6,7;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110711;11;53,6;47,8;52,7;46,6;9,7;9,3;9,4;9,6;8;8;7,7;7;8;8,1;7,5;7,6;7,6;8,2;7,3;8,6;9,9;12,8;10,8;12;3,3;5,8;4,6;8,6;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110712;14;53,6;47,8;52,7;50,6;9,7;9,3;9,4;8,8;8;8;7,7;8,6;8;8,1;7,5;6,8;7,6;8,2;7,3;7,3;9,9;12,8;10,8;11,2;3,3;5,8;4,6;6,7;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110713;3;53,6;47,8;52,7;55,2;9,7;9,3;9,4;9,8;8;8;7,7;7,8;8;8,1;7,5;6,7;7,6;8,2;7,3;6,5;9,9;12,8;10,8;9,8;3,3;5,8;4,6;4,2;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110714;9;53,6;47,8;52,7;51,5;9,7;9,3;9,4;9;8;8;7,7;7,6;8;8,1;7,5;7,1;7,6;8,2;7,3;7,4;9,9;12,8;10,8;11;3,3;5,8;4,6;6,4;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110715;8;53,6;47,8;52,7;46,1;9,7;9,3;9,4;8,6;8;8;7,7;6,9;8;8,1;7,5;7,5;7,6;8,2;7,3;8,5;9,9;12,8;10,8;14,4;3,3;5,8;4,6;8;100;100;100;100;201606
1;Región de Tarapacá;1107;Alto Hospicio;110716;13;53,6;47,8;52,7;38,6;9,7;9,3;9,4;11;8;8;7,7;8,1;8;8,1;7,5;9,4;7,6;8,2;7,3;9;9,9;12,8;10,8;15,8;3,3;5,8;4,6;8,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110176;CERRO  DRAGON;53,6;47,8;43,1;41,8;9,7;9,3;9,4;9,5;8;8;8,3;9,6;8;8,1;8,7;8,4;7,6;8,2;9,1;8,7;9,9;12,8;14,6;15,3;3,3;5,8;6,8;6,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110177;ISLUGA;53,6;47,8;43,1;43,7;9,7;9,3;9,4;9,5;8;8;8,3;8,4;8;8,1;8,7;12,4;7,6;8,2;9,1;9,1;9,9;12,8;14,6;10,8;3,3;5,8;6,8;6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110178;IGNACIO CARRERA PINTO;53,6;47,8;43,1;43,3;9,7;9,3;9,4;8,4;8;8;8,3;8,1;8;8,1;8,7;7,9;7,6;8,2;9,1;8,9;9,9;12,8;14,6;16,4;3,3;5,8;6,8;7;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110179;LAS MAGNOLIAS;53,6;47,8;43,1;43,5;9,7;9,3;9,4;10,7;8;8;8,3;9;8;8,1;8,7;8,2;7,6;8,2;9,1;8,9;9,9;12,8;14,6;13,9;3,3;5,8;6,8;5,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110180;GOMEZ CARRENO;53,6;47,8;43,1;40,6;9,7;9,3;9,4;10,1;8;8;8,3;9,7;8;8,1;8,7;8,5;7,6;8,2;9,1;10,1;9,9;12,8;14,6;15,5;3,3;5,8;6,8;5,4;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110181;HERNAN TRIZZANO;53,6;47,8;43,1;48,6;9,7;9,3;9,4;7,3;8;8;8,3;7,3;8;8,1;8,7;7,6;7,6;8,2;9,1;6,8;9,9;12,8;14,6;15,5;3,3;5,8;6,8;6,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110182;GRANADEROS;53,6;47,8;43,1;46,1;9,7;9,3;9,4;11,6;8;8;8,3;7,8;8;8,1;8,7;8,6;7,6;8,2;9,1;7,6;9,9;12,8;14,6;13,3;3,3;5,8;6,8;5,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110183;RUBEN GODOY;53,6;47,8;43,1;48,4;9,7;9,3;9,4;10,4;8;8;8,3;7,8;8;8,1;8,7;7,5;7,6;8,2;9,1;8,1;9,9;12,8;14,6;13,2;3,3;5,8;6,8;4,7;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110184;SIMON BOLIVAR;53,6;47,8;43,1;45,8;9,7;9,3;9,4;10,4;8;8;8,3;9,9;8;8,1;8,7;7,5;7,6;8,2;9,1;7,3;9,9;12,8;14,6;11,6;3,3;5,8;6,8;7,5;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110185;LAS QUINTAS;53,6;47,8;43,1;48,7;9,7;9,3;9,4;9,8;8;8;8,3;9;8;8,1;8,7;8,6;7,6;8,2;9,1;8;9,9;12,8;14,6;11,9;3,3;5,8;6,8;3,9;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110186;CAROL URZUA;53,6;47,8;43,1;58,1;9,7;9,3;9,4;10,7;8;8;8,3;7,6;8;8,1;8,7;7,1;7,6;8,2;9,1;5,2;9,9;12,8;14,6;7,1;3,3;5,8;6,8;4,3;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110187;HEROES DE LA CONCEPCION;53,6;47,8;43,1;33,3;9,7;9,3;9,4;8,5;8;8;8,3;7,1;8;8,1;8,7;8,9;7,6;8,2;9,1;11,3;9,9;12,8;14,6;19,8;3,3;5,8;6,8;11,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110188;SALITRERA VICTORIA;53,6;47,8;43,1;36,5;9,7;9,3;9,4;8,5;8;8;8,3;9,3;8;8,1;8,7;8;7,6;8,2;9,1;11,1;9,9;12,8;14,6;16,8;3,3;5,8;6,8;9,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110189;DUNAS 1;53,6;47,8;43,1;37,1;9,7;9,3;9,4;11,6;8;8;8,3;5,7;8;8,1;8,7;11;7,6;8,2;9,1;9,9;9,9;12,8;14,6;16,6;3,3;5,8;6,8;8,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110190;DUNAS 2;53,6;47,8;43,1;43,7;9,7;9,3;9,4;11,1;8;8;8,3;8,2;8;8,1;8,7;8,6;7,6;8,2;9,1;9,1;9,9;12,8;14,6;13;3,3;5,8;6,8;6,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110146;ARTURO PRAT;53,6;47,8;43,1;47,5;9,7;9,3;9,4;9,3;8;8;8,3;9,8;8;8,1;8,7;8,9;7,6;8,2;9,1;10,2;9,9;12,8;14,6;10,2;3,3;5,8;6,8;4,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110147;BARROS ARANA;53,6;47,8;43,1;47;9,7;9,3;9,4;10,5;8;8;8,3;6,3;8;8,1;8,7;9,8;7,6;8,2;9,1;9,4;9,9;12,8;14,6;11,3;3,3;5,8;6,8;5,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110148;CERRO  LA CRUZ;53,6;47,8;43,1;53,1;9,7;9,3;9,4;10,7;8;8;8,3;7,9;8;8,1;8,7;8,8;7,6;8,2;9,1;5,7;9,9;12,8;14,6;10;3,3;5,8;6,8;3,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110149;JORGE INOSTROZA;53,6;47,8;43,1;52,9;9,7;9,3;9,4;10,6;8;8;8,3;10,1;8;8,1;8,7;8;7,6;8,2;9,1;4,8;9,9;12,8;14,6;9,2;3,3;5,8;6,8;4,3;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110150;SAN CARLOS;53,6;47,8;43,1;50;9,7;9,3;9,4;9,5;8;8;8,3;10,4;8;8,1;8,7;7,3;7,6;8,2;9,1;7,3;9,9;12,8;14,6;9,5;3,3;5,8;6,8;6,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110151;HOSPITAL NORTE;53,6;47,8;43,1;46,1;9,7;9,3;9,4;13;8;8;8,3;9,7;8;8,1;8,7;9,4;7,6;8,2;9,1;8,1;9,9;12,8;14,6;8,6;3,3;5,8;6,8;5,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110152;TENIENTE IBANEZ;53,6;47,8;43,1;42,1;9,7;9,3;9,4;9,5;8;8;8,3;11,3;8;8,1;8,7;9,1;7,6;8,2;9,1;8,5;9,9;12,8;14,6;13,8;3,3;5,8;6,8;5,7;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110153;CAUPOLICAN;53,6;47,8;43,1;51,7;9,7;9,3;9,4;10,5;8;8;8,3;9,7;8;8,1;8,7;7,8;7,6;8,2;9,1;7;9,9;12,8;14,6;9,6;3,3;5,8;6,8;3,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110154;OHIGGINS;53,6;47,8;43,1;50,9;9,7;9,3;9,4;9,8;8;8;8,3;8,8;8;8,1;8,7;9;7,6;8,2;9,1;7,3;9,9;12,8;14,6;10,1;3,3;5,8;6,8;4,2;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110155;DAGOBERTO GODOY;53,6;47,8;43,1;50,3;9,7;9,3;9,4;10,7;8;8;8,3;6,2;8;8,1;8,7;8;7,6;8,2;9,1;8,4;9,9;12,8;14,6;12,8;3,3;5,8;6,8;3,6;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110156;11 DE SEPTIEMBRE;53,6;47,8;43,1;44,1;9,7;9,3;9,4;9,8;8;8;8,3;9,3;8;8,1;8,7;8,4;7,6;8,2;9,1;9,4;9,9;12,8;14,6;13,2;3,3;5,8;6,8;5,8;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110157;PLAYA BRAVA;53,6;47,8;43,1;29,3;9,7;9,3;9,4;10;8;8;8,3;10,7;8;8,1;8,7;10;7,6;8,2;9,1;12;9,9;12,8;14,6;17,3;3,3;5,8;6,8;10,7;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110158;ORIENTE;53,6;47,8;43,1;46,9;9,7;9,3;9,4;7,5;8;8;8,3;9,2;8;8,1;8,7;7,9;7,6;8,2;9,1;10,2;9,9;12,8;14,6;11,7;3,3;5,8;6,8;6,5;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110159;JOSE MIGUEL CARRERA;53,6;47,8;43,1;50,9;9,7;9,3;9,4;7,4;8;8;8,3;7,6;8;8,1;8,7;9,6;7,6;8,2;9,1;6,7;9,9;12,8;14,6;12,7;3,3;5,8;6,8;5,1;100;100;100;100;201606
1;Región de Tarapacá;1101;Iquique;110160;21 DE MAYO;53,6;47,8;43,1;46,3;9,7;9,3;9,4;8,6;8;8;8,3;7,7;8;8,1;8,7;7;7,6;8,2;9,1;10,1;9,9;12,8;14,6;14,6;3,3;5,8;6,8;5,6;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140435;004;53,6;47,8;64,7;68,4;9,7;9,3;7,8;7;8;8;7,2;3,5;8;8,1;5,1;7;7,6;8,2;6;7;9,9;12,8;5,4;7;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140436;009;53,6;47,8;64,7;86,4;9,7;9,3;7,8;3,4;8;8;7,2;3,4;8;8,1;5,1;1,7;7,6;8,2;6;1,7;9,9;12,8;5,4;3,4;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140437;006;53,6;47,8;64,7;78,6;9,7;9,3;7,8;7,1;8;8;7,2;3,6;8;8,1;5,1;7,1;7,6;8,2;6;0;9,9;12,8;5,4;0;3,3;5,8;3,7;3,6;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140438;007;53,6;47,8;64,7;94,1;9,7;9,3;7,8;5,9;8;8;7,2;0;8;8,1;5,1;0;7,6;8,2;6;0;9,9;12,8;5,4;0;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140439;008;53,6;47,8;64,7;88,9;9,7;9,3;7,8;0;8;8;7,2;0;8;8,1;5,1;11,1;7,6;8,2;6;0;9,9;12,8;5,4;0;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140440;S/N;53,6;47,8;64,7;100;9,7;9,3;7,8;0;8;8;7,2;0;8;8,1;5,1;0;7,6;8,2;6;0;9,9;12,8;5,4;0;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140441;001;53,6;47,8;64,7;87;9,7;9,3;7,8;8,7;8;8;7,2;4,3;8;8,1;5,1;0;7,6;8,2;6;0;9,9;12,8;5,4;0;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140442;002;53,6;47,8;64,7;63,9;9,7;9,3;7,8;10,9;8;8;7,2;10,9;8;8,1;5,1;5,9;7,6;8,2;6;4,2;9,9;12,8;5,4;2,5;3,3;5,8;3,7;1,7;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140443;003;53,6;47,8;64,7;52,8;9,7;9,3;7,8;8,1;8;8;7,2;9;8;8,1;5,1;6,5;7,6;8,2;6;9;9,9;12,8;5,4;8,1;3,3;5,8;3,7;6,5;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140444;005;53,6;47,8;64,7;83,3;9,7;9,3;7,8;9,7;8;8;7,2;1,4;8;8,1;5,1;1,4;7,6;8,2;6;1,4;9,9;12,8;5,4;1,4;3,3;5,8;3,7;1,4;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;140445;011;53,6;47,8;64,7;66,7;9,7;9,3;7,8;11,1;8;8;7,2;11,1;8;8,1;5,1;0;7,6;8,2;6;11,1;9,9;12,8;5,4;0;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1404;Huara;;S/N;53,6;47,8;64,7;50;9,7;9,3;7,8;0;8;8;7,2;0;8;8,1;5,1;0;7,6;8,2;6;0;9,9;12,8;5,4;50;3,3;5,8;3,7;0;100;100;100;100;201606
1;Región de Tarapacá;1405;Pica;1405112;VILLA SAN ANDRES;53,6;47,8;52,1;48,4;9,7;9,3;9,9;10,9;8;8;9,1;10,9;8;8,1;8,2;6,8;7,6;8,2;6,9;9,9;9,9;12,8;9,4;9,9;3,3;5,8;4,4;3,1;100;100;100;100;201606
1;Región de Tarapacá;1405;Pica;1405113;LOS NARANJOS;53,6;47,8;52,1;48,6;9,7;9,3;9,9;8,7;8;8;9,1;9,4;8;8,1;8,2;13,8;7,6;8,2;6,9;4,3;9,9;12,8;9,4;9,4;3,3;5,8;4,4;5,8;100;100;100;100;201606
1;Región de Tarapacá;1405;Pica;1405114;RESBALADERO;53,6;47,8;52,1;53,8;9,7;9,3;9,9;11,3;8;8;9,1;11,3;8;8,1;8,2;7,5;7,6;8,2;6,9;5,9;9,9;12,8;9,4;6,5;3,3;5,8;4,4;3,8;100;100;100;100;201606
1;Región de Tarapacá;1405;Pica;1405115;18 DE SEPTIEMBRE;53,6;47,8;52,1;52,4;9,7;9,3;9,9;9,5;8;8;9,1;8,1;8;8,1;8,2;8,4;7,6;8,2;6,9;6,8;9,9;12,8;9,4;10,1;3,3;5,8;4,4;4,7;100;100;100;100;201606
1;Región de Tarapacá;1405;Pica;1405116;HERMANOS CARRERA;53,6;47,8;52,1;53,5;9,7;9,3;9,9;12,1;8;8;9,1;7;8;8,1;8,2;7;7,6;8,2;6,9;4,5;9,9;12,8;9,4;11,5;3,3;5,8;4,4;4,5;100;100;100;100;201606
1;Región de Tarapacá;1405;Pica;1405117;30 NOVIEMBRE;53,6;47,8;52,1;53;9,7;9,3;9,9;9,1;8;8;9,1;9,1;8;8,1;8,2;7,5;7,6;8,2;6,9;6,5;9,9;12,8;9,4;11,6;3,3;5,8;4,4;3,2;100;100;100;100;201606
